id,q_id,method,retrieve_text,score,source
ed599441-0d15-4c11-8cfa-24c1d96adc8b,4,滑動視窗,"�朗伊斯蘭共和國的失望與憤怒卻還是現實裡的日常進行式。因此，當伊朗街頭響起「讓巴勒維王朝回來統治我們」、「國王萬歲！」之際，這些口號反映的其實不是對君主統治的懷念與擁戴，而更像是一種情緒性的宣洩──一種對1979年革命與伊朗伊斯蘭共和國的全面否定與挑釁。

Q4：川普向伊朗示威者喊話「救兵快來了」，是否可能逆轉抗爭局勢？
A：在伊朗政府全面切斷",0.8125,data_01.txt
1a3dd18f-1faa-4e37-b93a-a1666520c913,4,語意切塊,"因此，當伊朗街頭響起「讓巴勒維王朝回來統治我們」、「國王萬歲！
」之際，這些口號反映的其實不是對君主統治的懷念與擁戴，而更像是一種情緒性的宣洩──一種對1979年革命與伊朗伊斯蘭共和國的全面否定與挑釁。",0.869628906,data_01.txt
7b4a418a-254e-4c9a-8248-0ddd197c6b37,5,固定大小,"Copernicus）的哨兵（Sentinel）衛星、微軟Bing Maps與Apple Maps等，加上查證所完成──這樣的技術稱為公開來源情報（Open Source Intelligence, OSINT），美國國家情報總監（Director of National Intelligence, DNI）定義為「專門從公開或商業可用資訊中獲取的情報，目的在解決特定的情報事項或要求」。
針對遙測衛星在軍事情報上的用途，溫約瑟接受《報導者》採訪時指出，公開且免費取得的影像都會受到限制，沒有辦法即時取得，只能當作背景來使用，「像是從央視看到解放軍新聞，�",0.688964844,data_05.txt
ad84e0af-b3a5-4e9b-bba4-895e80dec324,5,滑動視窗,"括Google Earth、歐盟哥白尼（Copernicus）的哨兵（Sentinel）衛星、微軟Bing Maps與Apple Maps等，加上查證所完成──這樣的技術稱為公開來源情報（Open Source Intelligence, OSINT），美國國家情報總監（Director of National Intelligence, DNI）定義為「專門從公開或商業可用資訊中獲取的情報，目的在解決特定的情報事項或要求」。
針對遙測衛星在軍事情報上的用途，溫約瑟接受《報導者》採訪時指出，公開且免費取得的影像都會受到限制，沒有辦法即時取得，只能當作背景來使用，「像是從",0.69921875,data_05.txt
69efc29c-8fbc-4414-b12d-ea548e19085a,5,語意切塊,"現年26歲、就讀台灣師範大學東亞學系碩士班的溫約瑟，22歲時靠著善用這些公開資訊製作出「解放軍基地與設施地圖」一夕爆紅，他所使用的衛星遙測影像就包括Google Earth、歐盟哥白尼（Copernicus）的哨兵（Sentinel）衛星、微軟Bing Maps與Apple Maps等，加上查證所完成──這樣的技術稱為公開來源情報（Open Source Intelligence, OSINT），美國國家情報總監（Director of National Intelligence, DNI）定義為「專門從公開或商業可用資訊中獲取的情報，目的在解決特定的情報事項或要求」。",0.703613281,data_05.txt
baa7807f-db0e-4bf2-afe5-6fd29951bd4e,6,固定大小,"擁有遙測衛星影像，那與美國進行情報交換就能做到互補效果，」他指出，「我們的優勢是在第一島鏈，距離解放軍很近，取得的資訊也跟美國很不一樣，應該是要互補而不是競爭；他幫我們看照其他部分，我們提供他們近海的研析資訊。」
對於國安，吳宗信更是罕見願意多談，他舉例：「更精細的遙測衛星可以拍到油槽上方陰影，而陰影的深淺可以利用三維分析出油槽是滿油還是空槽，長期�",0.66796875,data_05.txt
83f04b1c-301c-4eb7-80c9-13ffd3794df2,6,滑動視窗,"滿油還是空槽，長期關注下，在敵方戰備時就能預先研判。」在國防安全上，遙測衛星可以做的情蒐工作還有很多。

下一步：國安單位衛星影像的理解能力亟需「升級」
除了國家太空中心之外，早在1993年成立的中央大學太空遙測中心（CSRSR）也會接受衛星影像，目前可以接受除了自主的「福衛五號」之外，還能還可接收法國SPOT-6/7、及Pléiades 1A/1B的光學遙測影像。

中大遙測中心與這兩個商用衛星簽約，衛星通過以",0.668457031,data_05.txt
f4d82d97-45a2-47b9-9464-e7ddb48754f8,6,語意切塊,"他幫我們看照其他部分，我們提供他們近海的研析資訊。
」
對於國安，吳宗信更是罕見願意多談，他舉例：「更精細的遙測衛星可以拍到油槽上方陰影，而陰影的深淺可以利用三維分析出油槽是滿油還是空槽，長期關注下，在敵方戰備時就能預先研判。",0.733886719,data_05.txt
3014c39f-9f96-4211-9fc1-120eb4f343d8,7,固定大小,"�樣的背景下，維持私下的合作默契，讓伊朗持續處於「局勢穩定、但仍遭國際制裁孤立」的現狀，也被普遍認為最符合周邊海灣國家的整體利益。

美國與海灣盟邦對伊朗投鼠忌器的躊躇態度，也反映出華府在中東戰略的另一歷史矛盾：伊拉克的教訓。在1991年第一次波灣戰爭之後，伊拉克庫德族以及伊拉克南方的什葉派穆斯林曾爆發武裝起義、挺身反抗獨裁",0.621582031,data_01.txt
efa21c91-a16f-428c-a36f-859c63f5327f,7,滑動視窗,"�英，長期以來也將部分資產轉移至卡達、阿拉伯聯合大公國等海灣鄰國，以規避國際制裁；在這樣的背景下，維持私下的合作默契，讓伊朗持續處於「局勢穩定、但仍遭國際制裁孤立」的現狀，也被普遍認為最符合周邊海灣國家的整體利益。

美國與海灣盟邦對伊朗投鼠忌器的躊躇態度，也反映出華府在中東戰略的另一歷史矛盾：伊拉克的教訓。在1991年第一次波灣�",0.590820313,data_01.txt
b3edb9d9-79e7-417c-b423-ac1e952932b3,7,語意切塊,此外，美國的中東盟邦──包括沙烏地阿拉伯、阿拉伯聯合大公國（UAE）、科威特、卡達、阿曼與巴林等與伊朗相鄰的海灣石油國家，也都極力勸阻川普攻擊伊朗。,0.609863281,data_01.txt
3acaaf9f-1dae-4185-9cb3-23ec723af7fe,8,固定大小,"二戰後全球發動逾2千次核試驗 誰是蕈狀雲下的犧牲者？
二戰結束後，至少有8國執行超過2千次核試驗，地點大多選在偏遠地帶或離島。這些核試驗場周遭的居民，至今仍因暴露在輻射下導致疾病，或被迫離開家園，刻下無法抹滅的傷痕。如今美國總統川普一度宣布重啟核試，世界局勢愈發緊張，又是誰將承擔輻射的代價？
爆炸發生幾小時後，人們就抓破自己",0.685058594,data_04.txt
d9e98138-82e0-487b-b12e-3cde45007df1,8,滑動視窗,"二戰後全球發動逾2千次核試驗 誰是蕈狀雲下的犧牲者？
二戰結束後，至少有8國執行超過2千次核試驗，地點大多選在偏遠地帶或離島。這些核試驗場周遭的居民，至今仍因暴露在輻射下導致疾病，或被迫離開家園，刻下無法抹滅的傷痕。如今美國總統川普一度宣布重啟核試，世界局勢愈發緊張，又是誰將承擔輻射的代價？
爆炸發生幾小時後，人們就抓破自己",0.685058594,data_04.txt
9cca6de0-2ae0-45f2-af3b-d65a5974bdc1,8,語意切塊,"二戰後全球發動逾2千次核試驗 誰是蕈狀雲下的犧牲者？
二戰結束後，至少有8國執行超過2千次核試驗，地點大多選在偏遠地帶或離島。",0.768554688,data_04.txt
e73ddf3d-1664-4c80-a275-60f28e5cdce6,9,固定大小,"扮演關鍵角色。我國自2010年加入由日本主導的「守望亞洲（Sentinel Asia）」國際志願計畫，此計畫的目的是希望結合擁有衛星資源與分析量能的單位，當亞太地區發生災害事件時，可以調度衛星進行救災與協作。

舉例來說，2023年菲律賓民都洛近海油輪「MT Princess Empress」沉沒造成大規模漏油汙染，衝擊當地海洋生態。台灣調度「福衛五號」協助產出連續油汙範圍判釋圖，支援汙染擴散追蹤�",0.766601563,data_02.txt
8bf0db58-c8eb-4397-b486-7c98b898a937,9,滑動視窗,"2010年加入由日本主導的「守望亞洲（Sentinel Asia）」國際志願計畫，此計畫的目的是希望結合擁有衛星資源與分析量能的單位，當亞太地區發生災害事件時，可以調度衛星進行救災與協作。

舉例來說，2023年菲律賓民都洛近海油輪「MT Princess Empress」沉沒造成大規模漏油汙染，衝擊當地海洋生態。台灣調度「福衛五號」協助產出連續油汙範圍判釋圖，支援汙染擴散追蹤與岸線清理決策；2024年",0.765625,data_02.txt
d0058ca6-149d-4c82-80ed-61c92d7c91a7,9,語意切塊,"除了自家國土監測外，衛星資料也幫助台灣在跨國合作中扮演關鍵角色。
我國自2010年加入由日本主導的「守望亞洲（Sentinel Asia）」國際志願計畫，此計畫的目的是希望結合擁有衛星資源與分析量能的單位，當亞太地區發生災害事件時，可以調度衛星進行救災與協作。",0.754394531,data_02.txt
07148198-9aed-4707-aca0-44e082b2f533,10,固定大小,"，不只是醫師本身、更是全體社會。
2026年，台灣的全民健保進入「兆元時代」，儘管要追趕超高齡人口的速度、高科技和新藥價格的飆漲，仍然吃力，但這個規模已近台灣中央總預算的三分之一，台灣健保投資已追上國民所得相近的國家。我們專訪新任衛福部長石崇良，他開出的首波改革與重整之道，正是對準醫療人力盤點與直美設限，企圖把全民負擔的健保集中火力投在最需要的醫療缺口上，新官上任後的政策支票",0.659179688,data_03.txt
b3577f98-ac1b-4bf6-a0d9-c14cc477db7a,10,滑動視窗,"醫療的價值與真諦。而守護這個價值的任務，不只是醫師本身、更是全體社會。
2026年，台灣的全民健保進入「兆元時代」，儘管要追趕超高齡人口的速度、高科技和新藥價格的飆漲，仍然吃力，但這個規模已近台灣中央總預算的三分之一，台灣健保投資已追上國民所得相近的國家。我們專訪新任衛福部長石崇良，他開出的首波改革與重整之道，正是對準醫療人力盤點與直美設限，企圖把全民負擔的健",0.639648438,data_03.txt
2e686b93-b356-467d-9ffc-532631386993,10,語意切塊,2026年，台灣的全民健保進入「兆元時代」，儘管要追趕超高齡人口的速度、高科技和新藥價格的飆漲，仍然吃力，但這個規模已近台灣中央總預算的三分之一，台灣健保投資已追上國民所得相近的國家。,0.750976563,data_03.txt
73d0c11c-73f2-413c-921c-4f3be2735b0a,11,固定大小,"斷網際網路與行動通訊，同時動員安全部隊與民兵，全面展開武力鎮壓。截至1月13日為止，伊朗境內已傳出至少20,000人遭到逮捕，短短兩個星期的鎮壓行動，更可能超過2,400人死亡。

儘管伊朗政府不斷強調將不計一切代價地鎮壓這場「暴動」，更威脅以「全面戰爭」警告美國、以色列與鄰近國家切勿干涉伊朗內政，但這場愈滾愈大的全國性抗爭，卻已成為1979年伊朗伊斯�",0.802734375,data_01.txt
0304b51e-379d-4e0d-bd9e-e67595d4ca6d,11,滑動視窗,"調為意圖推翻政權的「恐怖主義行為」，不僅自今年（2026）1月8日起全面切斷網際網路與行動通訊，同時動員安全部隊與民兵，全面展開武力鎮壓。截至1月13日為止，伊朗境內已傳出至少20,000人遭到逮捕，短短兩個星期的鎮壓行動，更可能超過2,400人死亡。

儘管伊朗政府不斷強調將不計一切代價地鎮壓這場「暴動」，更威脅以「全面戰爭」警告美國、以色列與鄰近國家切勿干涉�",0.80078125,data_01.txt
0189a2ce-6bcf-4193-bff9-f59f9b803634,11,語意切塊,然而，伊朗政府卻將這波行動定調為意圖推翻政權的「恐怖主義行為」，不僅自今年（2026）1月8日起全面切斷網際網路與行動通訊，同時動員安全部隊與民兵，全面展開武力鎮壓。,0.823730469,data_01.txt
ab1d6683-e74b-45ca-94fa-aaa1554a06f5,12,固定大小,"這樣的技術具備穿透雲層的能力，即使在夜晚或厚雲覆蓋下仍能清晰成像，「福衛九號」將與「福衛八號」的光學遙測衛星互補，構建更完整的對地觀測系統，預計於2027年、2029年發射。

從「福衛五號」、「福衛八號」到即將問世的「福衛九號」，台灣正在嘗試在太空中打造自己的視野。當太空產業自主、資料可控，台灣才能在關鍵時刻不仰賴他人，用自己的眼睛，守護自己的天空",0.778320313,data_02.txt
71fd4fd6-3caa-4a0b-bc5f-9f4128ef959a,12,滑動視窗,"建更完整的對地觀測系統，預計於2027年、2029年發射。

從「福衛五號」、「福衛八號」到即將問世的「福衛九號」，台灣正在嘗試在太空中打造自己的視野。當太空產業自主、資料可控，台灣才能在關鍵時刻不仰賴他人，用自己的眼睛，守護自己的天空。",0.563964844,data_02.txt
22cc717d-5c68-4d97-89c4-e8e2978e7664,12,語意切塊,"「福衛九號」將採用「全天候高解析度微波遙測技術」，這樣的技術具備穿透雲層的能力，即使在夜晚或厚雲覆蓋下仍能清晰成像，「福衛九號」將與「福衛八號」的光學遙測衛星互補，構建更完整的對地觀測系統，預計於2027年、2029年發射。
從「福衛五號」、「福衛八號」到即將問世的「福衛九號」，台灣正在嘗試在太空中打造自己的視野。",0.847167969,data_02.txt
0b9181e1-7e3b-47ee-8cc2-c6cffc620465,13,固定大小,"性落塵的居民來說，比例最高更達69%。

美國當時將居住於核試驗場附近的馬紹爾居民遷至美國本土，即使在1970及1980年代曾試圖讓他們返回，但由於部分島嶼仍有輻射污染，有些人至今未能重返家園。

美國當初花費1.05億美元（逾台幣30億元），將超過7.3萬立方公尺的放射性碎片，倒進馬紹爾群島核爆形成的彈坑中，並用巨大的混凝土穹頂覆蓋，被稱為「魯尼特圓頂」。

美國官",0.5546875,data_04.txt
6b2f1751-520b-4629-9af2-359a8d5c6777,13,滑動視窗,"群島核爆形成的彈坑中，並用巨大的混凝土穹頂覆蓋，被稱為「魯尼特圓頂」。

美國官方在1980年拍攝的魯尼特圓頂。（圖／法新社資料照）

然而，如今穹頂已出現結構弱化跡象，在海平面上升的壓力下可能產生裂縫。美國政府現在主張，建造此坑洞只是為了儲放核廢料，而非保護周遭環境免受污染。

「新一輪核武威脅時代」將來臨？
瑞典智庫斯德哥爾摩國際和平研究所",0.739746094,data_04.txt
509e4ad4-b5c1-466e-aa74-41739eac8ea0,13,語意切塊,美國當初花費1.05億美元（逾台幣30億元），將超過7.3萬立方公尺的放射性碎片，倒進馬紹爾群島核爆形成的彈坑中，並用巨大的混凝土穹頂覆蓋，被稱為「魯尼特圓頂」。,0.624511719,data_04.txt
92841e27-72ca-43ab-b563-06f86bce054a,14,固定大小,"�衛八號」以6＋2顆組成星系，相較於目前僅有一顆的「福衛五號」，涵蓋的時間與覆蓋率都會提升。吳宗信表示，遙測繼續不斷進步，以前只要拍到就好，但現在除了拍到，還要能拍得更清晰，甚至造訪上空的間隔更短。
根據國家太空中心提供的資料，「福衛八號」第一顆衛星「齊柏林衛星」，編號FS-8A，自2017年開始規劃，研發費用2億元、造價3億元，屬於「第三期國家太空科技發展長程計",0.629882813,data_05.txt
3bd0e478-298c-447d-8864-c9ace9b38f63,14,滑動視窗,"已規劃陸續接替「福衛五號」的遙測任務。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。

除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在",0.798339844,data_02.txt
274489a9-d4a4-4118-acb1-d7c4814462cf,14,語意切塊,「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。,0.928710938,data_02.txt
c53f5b6f-5f71-423f-beef-b6d3492fea14,15,固定大小,"消失的住院醫師
健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？
醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。
《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出�",0.665039063,data_03.txt
7ffdf172-3bb6-46c8-81ad-1e0a3732612c,15,滑動視窗,"消失的住院醫師
健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？
醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。
《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出�",0.665039063,data_03.txt
38745681-8b52-4df3-8aef-1570cc24d795,15,語意切塊,"消失的住院醫師
健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？
醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。",0.648925781,data_03.txt
46521565-9371-4c79-97a3-f1fc104f2fa5,16,固定大小,空探索科技公司（SpaceX）的火箭，為什麼不連同遙測影像都跟美國購買就好？況且美國衛星技術也比台灣自主研發的更先進？吳宗信說明，每一顆衛星每天要做什麼事都需要排程，從地面下指令讓遙測衛星來執行，當經過的地點有很多事情要做的時候，就得依照優先順序，若只依靠跟美國購買遙測影像，「台灣要情蒐的影像有比美國（自己的）重要嗎？」吳宗信指出：「我們願意多花多少錢將排序往前挪？愈,0.767578125,data_05.txt
80c57b34-859e-4a7c-9bde-f5d7dcd6fffb,16,滑動視窗,然衛星發射都仰賴馬斯克（Elon Musk）旗下美國太空探索科技公司（SpaceX）的火箭，為什麼不連同遙測影像都跟美國購買就好？況且美國衛星技術也比台灣自主研發的更先進？吳宗信說明，每一顆衛星每天要做什麼事都需要排程，從地面下指令讓遙測衛星來執行，當經過的地點有很多事情要做的時候，就得依照優先順序，若只依靠跟美國購買遙測影像，「台灣要情蒐的影像有比美國（自己的）重要嗎？」�,0.75390625,data_05.txt
d9399b07-41b2-4897-8f40-40aa6d629d64,16,語意切塊,"況且美國衛星技術也比台灣自主研發的更先進？
吳宗信說明，每一顆衛星每天要做什麼事都需要排程，從地面下指令讓遙測衛星來執行，當經過的地點有很多事情要做的時候，就得依照優先順序，若只依靠跟美國購買遙測影像，「台灣要情蒐的影像有比美國（自己的）重要嗎？",0.761230469,data_05.txt
e54feea1-b3c5-4c6f-94a1-255377cbff43,17,固定大小,"�裡又是搶破頭的綠區？此外，更深度下探不同專科內嚴重的「科內不均」現象，大專科人力總額不足辨識真正乏人問津、卻不能沒有的次專科分布，衛福部和醫策會長年未完成真正的醫療人力盤點與調查，《報導者》整合多個資料，讓台灣次專科分布圖輪廓首度被看見。
然而，不以專科發展為目標的年輕住院醫師，不進入醫院的選擇是什麼？由日本創造出來的名詞「直美」（Chokubi）、醫學生畢",0.649902344,data_03.txt
9cbbc3ce-ce92-41cf-87a8-ca4d0fa1195d,17,滑動視窗,"未完成真正的醫療人力盤點與調查，《報導者》整合多個資料，讓台灣次專科分布圖輪廓首度被看見。
然而，不以專科發展為目標的年輕住院醫師，不進入醫院的選擇是什麼？由日本創造出來的名詞「直美」（Chokubi）、醫學生畢業後直接進入醫美巿場是潮流之一。「直美」規模與影響究竟有多大？在醫療生態系裡，直美醫師的誘因與風險又是什麼？我們有官方的數據以及同樣面臨這股「直美",0.727539063,data_03.txt
ee90fe00-0acd-43ad-aaee-1788cad2b90a,17,語意切塊,"然而，不以專科發展為目標的年輕住院醫師，不進入醫院的選擇是什麼？
由日本創造出來的名詞「直美」（Chokubi）、醫學生畢業後直接進入醫美巿場是潮流之一。",0.784667969,data_03.txt
65073574-82ae-46dc-b912-4364dc9fddf0,18,固定大小,"脅。

例如放射性物質「鍶-90」半衰期達28年，會在生物骨骼中積聚，並導致腫瘤、白血病和其他血液疾病；銫-137的半衰期為30年，可能導致生殖腺輻射暴露與基因損傷；鈽-​​239半衰期則長達2.44萬年，即使只攝取1微克，也會造成骨骼及肺部腫瘤等嚴重危害。

此外，也有學者指出，這些放射性同位素會殘留在土壤及水中，進而入侵動植物體內、在食物鏈累積",0.829101563,data_04.txt
d3dd2e22-2a13-4f43-849e-2b0099ce4ca6,18,滑動視窗,"��-137的半衰期為30年，可能導致生殖腺輻射暴露與基因損傷；鈽-​​239半衰期則長達2.44萬年，即使只攝取1微克，也會造成骨骼及肺部腫瘤等嚴重危害。

此外，也有學者指出，這些放射性同位素會殘留在土壤及水中，進而入侵動植物體內、在食物鏈累積。德國一項對野豬體內銫污染的研究發現，其中有68%可追溯至全球各地進行的核試驗。

「核試爆能量是7232顆廣島",0.6796875,data_04.txt
d485189f-f3b0-4087-ac1b-26b27721b5b5,18,語意切塊,"鈽-​​239半衰期則長達2.44萬年，即使只攝取1微克，也會造成骨骼及肺部腫瘤等嚴重危害。
此外，也有學者指出，這些放射性同位素會殘留在土壤及水中，進而入侵動植物體內、在食物鏈累積。",0.797851563,data_04.txt
442682f4-ef0b-4571-a3a9-8fc8850278a6,19,固定大小,"部署的軍事庫存，且約有2100枚已搭載在彈道飛彈上，代表處於高度戰備狀態。

報告也分析，美、俄、英、法、中國、印度、巴基斯坦、北韓及以色列等9個擁核國，都仍計畫擴增核武庫，並退出軍備控制協議，加上美俄之間最後一份協議《新削減戰略武器條約》將於2026年2月到期，代表全球已開啟新一輪核武威脅時代。

如今的核武威脅達到冷戰以來的高峰，世界地緣政治局勢也比以�",0.723632813,data_04.txt
895662a0-1285-4e41-881d-1a4895d84ae8,19,滑動視窗,"列等9個擁核國，都仍計畫擴增核武庫，並退出軍備控制協議，加上美俄之間最後一份協議《新削減戰略武器條約》將於2026年2月到期，代表全球已開啟新一輪核武威脅時代。

如今的核武威脅達到冷戰以來的高峰，世界地緣政治局勢也比以往任何時候更動盪不安。",0.818359375,data_04.txt
9e23aad4-89d3-4a55-8980-31e35aaf8a10,19,語意切塊,報告也分析，美、俄、英、法、中國、印度、巴基斯坦、北韓及以色列等9個擁核國，都仍計畫擴增核武庫，並退出軍備控制協議，加上美俄之間最後一份協議《新削減戰略武器條約》將於2026年2月到期，代表全球已開啟新一輪核武威脅時代。,0.840332031,data_04.txt
608ae373-3ba7-4231-b88d-21c0c42f99e1,20,固定大小,"不漏接
「福衛八號」預計於2031年前完成星系布建，現已規劃陸續接替「福衛五號」的遙測任務。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。

除了持續為台灣進行國土監",0.666503906,data_02.txt
b686480d-cc17-4f35-89c9-043867f8b628,20,滑動視窗,"已規劃陸續接替「福衛五號」的遙測任務。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。

除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在",0.637207031,data_02.txt
c75413cc-ed06-477c-8316-96fb161acb19,20,語意切塊,除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完整的功能。,0.684082031,data_02.txt
